track_id,track_name,artist_name,album_name,release_date,popularity,duration_ms,explicit,playlist_source,playlist_id,city,artist_genres,artist_popularity,artist_followers,track_popularity,preview_url,markets_available
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,The Eminem Show,2002-05-26,90,290320,True,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,"rap, hip hop",92,101766116,90,,184
1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),2011-10-24,78,221946,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,christmas,75,10860244,78,,182
1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styles,Harry's House,2022-05-20,81,177954,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,,85,33785948,81,,185
45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,Fine Line,2019-12-13,78,208906,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,,85,33785948,78,,185
3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,2003-12-02,85,228706,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,"r&b, neo soul",81,12655649,85,,185
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore,The Heist,2012-10-09,83,258342,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,,79,2722387,83,,182
2z4U9d5OAA4YLNXoCgioxo,What the Hell,Avril Lavigne,Goodbye Lullaby (Expanded Edition),2011-03-08,81,220706,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,,80,11805328,81,,185
3oHNJECGN3bBoGXejlw2b1,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-08-24,73,230733,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,pop,88,37495487,73,,179
0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. JAY-Z),Beyoncé,Dangerously In Love,2003-03-10,84,235933,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,,89,40535481,84,,183
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,84,230333,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,,87,39809999,84,,185
55qBw1900pZKfXJ6Q9A2Lc,Teenage Dream,Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,67,227760,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,pop,88,37495487,67,,184
4lCv7b86sLynZbXhfScfm2,Firework,Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,76,227880,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,pop,88,37495487,76,,184
3oL3XRtkP1WVbMxf7dtTdu,The One That Got Away,Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,76,227333,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,pop,88,37495487,76,,184
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,Memories...Do Not Open,2017-04-07,91,247160,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,,84,21123798,91,,185
0mkwblABUOYgrnYr4wNwFs,Ride,Twenty One Pilots,Ride,2015-05-12,57,214506,False,New York Vibes 🗽✨🚁,2Gi67WWr7r5rfi3RTEv6Pa,New York,,86,25495089,57,,166
