track_id,track_name,artist_name,album_name,release_date,popularity,duration_ms,explicit,playlist_source,playlist_id,city,artist_genres,artist_popularity,artist_followers,track_popularity,preview_url,markets_available,artist_genres_clean,release_date_parsed,release_year,release_month,release_decade,artist_popularity_is_outlier,track_popularity_is_outlier,artist_followers_is_outlier,duration_ms_is_outlier,duration_minutes,artist_tier,popularity_category,music_era,genre_count,track_age
3StEzhz77cxzg6fDJmYthr,Let Me Show You Love - Gerd's Crooklyn Full Vox Mix,Romanthony,Let Me Show You Love (2013 Remixes),2013-03-11,0,494468,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"chicago house, ballroom vogue",28,10095,0,,0,"chicago house, ballroom vogue",2013-03-11,2013.0,3.0,2010.0,False,False,False,True,8.241133333333334,Medium,,2010s,2,12.0
6iwC3lrfibf0te6E150tOc,Dancin Wit My Baby - Darius Syrossian Remix,Angel Moraes,Dancin Wit My Baby EP,2019-04-08,27,397500,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,chicago house,18,1659,27,,185,chicago house,2019-04-08,2019.0,4.0,2010.0,True,False,False,True,6.625,Small,Low,2010s,1,6.0
6KdoI0SNlnwbDjfV6ZtZXX,Body Work - 2018 Stefano Greppi Special RMX,Angel Moraes,Body Work,2018-09-21,15,603105,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,chicago house,18,1659,15,,185,chicago house,2018-09-21,2018.0,9.0,2010.0,True,False,False,True,10.05175,Small,Unknown,2010s,1,7.0
67VVNLqOJRBzfIgNcg6tYl,Body Work (feat. Kristine Corelli) - Up & Down Dub,Angel Moraes,Body Work,1996,16,514613,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,chicago house,18,1659,16,,185,chicago house,,,,,True,False,False,True,8.576883333333333,Small,Unknown,Unknown,1,
1UVwbGJ1vt5gxTfDKca0wq,Sandwiches - Original 2011 version,Detroit Grand Pubahs,Sandwiches / Club Sandwiches,2011-10-21,25,298143,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"electroclash, chicago house",23,7937,25,,185,"electroclash, chicago house",2011-10-21,2011.0,10.0,2010.0,True,False,False,False,4.96905,Small,Low,2010s,2,14.0
7m0Ixyx9bUCI4AWA5LZH8k,Struck By Luv (feat. Alvaughn Jackson) - Junior Vasquez Sound Factory Remix,Fred Jorio,Struck By Luv,1994,16,688026,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,chicago house,10,126,16,,184,chicago house,,,,,True,False,False,True,11.4671,Emerging,Unknown,Unknown,1,
667fpALJiMCo9pcZgQAisA,Dream Drums - Junior Vasquez All Over The Sound Factory Remix,Fred Jorio,Lectroluv Dream Drums (Junior Vasquez Remixes),1999,0,658666,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,chicago house,10,126,0,,0,chicago house,,,,,True,False,False,True,10.977766666666666,Emerging,,Unknown,1,
1Q6oJGLbh2s1OocPyMKkJr,Set U Free - Fever Mix,Planet Soul,Set U Free,1995,0,589951,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"chicago house, freestyle",30,5035,0,,0,"chicago house, freestyle",,,,,False,False,False,True,9.832516666666667,Small,,Unknown,2,
5NCXSyDECCrHm12B5wTZO9,Infinity,Infinity Ink,Infinity EP,2013-07-30,28,308010,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"afro house, house",42,24315,28,,184,"afro house, house",2013-07-30,2013.0,7.0,2010.0,False,False,False,False,5.1335,Medium,Low,2010s,2,12.0
2PmT3D5xmvVzZCf11L2ifX,I Can't Kick This Feeling When It Hits,Moodymann,Silentintroduction,1997-11-14,47,485306,True,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"jazz house, chicago house, deep house",47,181912,47,,185,"jazz house, chicago house, deep house",1997-11-14,1997.0,11.0,1990.0,False,False,False,True,8.088433333333333,Large,Medium,Vintage,3,28.0
0VgtWKpvr8Z1QpBG6Waf2A,Goosebumps,Da Fresh,Goosebumps,2019-01-10,18,499756,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"chicago house, melodic techno, progressive house, melodic house",23,5306,18,,185,"chicago house, melodic techno, progressive house, melodic house",2019-01-10,2019.0,1.0,2010.0,True,False,False,True,8.329266666666667,Small,Unknown,2010s,4,6.0
6zjajDUJeIlN1dOm2rgrBw,Aquila - Original Mix,Da Fresh,Aquila,2020-06-12,18,238000,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"chicago house, melodic techno, progressive house, melodic house",23,5306,18,,185,"chicago house, melodic techno, progressive house, melodic house",2020-06-12,2020.0,6.0,2020.0,True,False,False,False,3.966666666666667,Small,Unknown,Current,4,5.0
21G4nOpobUUb6czFyxLSBx,My Beat - feat. Palmer Brown,Blaze,Basic Blaze,1997-08-18,0,319760,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,,0,17,0,,0,,1997-08-18,1997.0,8.0,1990.0,True,False,False,False,5.3293333333333335,Emerging,,Vintage,0,28.0
1UP4rDAPPP9MwyUCFGAbWA,Life Is Like A Circle,Derrick Carter,A Red Nail Relic,1999-03-01,0,392489,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"chicago house, deep house",26,20285,0,,0,"chicago house, deep house",1999-03-01,1999.0,3.0,1990.0,True,False,False,True,6.541483333333334,Medium,,Vintage,2,26.0
7dbxaM0zrkpYdb8iwh1d0y,Come Into My Life,Franky Rizardo,Come Into My Life EP,2016-01-18,32,347376,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"house, tech house",62,77496,32,,185,"house, tech house",2016-01-18,2016.0,1.0,2010.0,False,False,False,False,5.7896,Medium,Low,2010s,2,9.0
0U65qiH70mcfB1wyF0Mal0,Down - Franky Rizardo Remix,Marian Hill,Down (Franky Rizardo Remix),2017-04-28,50,238026,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,,54,481860,50,,184,,2017-04-28,2017.0,4.0,2010.0,False,False,False,False,3.9671,Large,Medium,2010s,0,8.0
45e8T07myBjutIx2xh8Kq5,Better Off Alone,Alice Deejay,Who Needs Guitars Anyway?,2000,0,214883,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"eurodance, europop",66,197108,0,,0,"eurodance, europop",,,,,False,False,False,False,3.581383333333333,Large,,Unknown,2,
18Lu4kKouLK710ZVRC5YqI,Want You In My Soul - Club Mix,Lovebirds,Siroko Beach - Marbella,2017-07-27,0,497743,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"deep house, nu disco",49,45276,0,,0,"deep house, nu disco",2017-07-27,2017.0,7.0,2010.0,False,False,False,True,8.295716666666667,Medium,,2010s,2,8.0
7eZNPjPz2z1lUg4gmdbU99,Free the DJ - DJPJMADEDISTRACK!Remix,OG DJ Milton,Low End or No End,2020-08-11,14,229424,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"chicago house, footwork",6,55,14,,185,"chicago house, footwork",2020-08-11,2020.0,8.0,2020.0,True,False,False,False,3.823733333333333,Emerging,Unknown,Current,2,5.0
2Lgdv8ZWKz4ZAsFAKvA1Uk,Boodyhole - DJPJMADEDISTRACK! Remix,OG DJ Milton,Low End or No End,2020-08-11,13,254110,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"chicago house, footwork",6,55,13,,185,"chicago house, footwork",2020-08-11,2020.0,8.0,2020.0,True,False,False,False,4.235166666666666,Emerging,Unknown,Current,2,5.0
4XBU6CwnZqzuYDq4j2gYBe,Cause I Know U Feel (feat. Gant-Man),DJ Rashad,6613 EP,2015-06-29,0,265424,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"footwork, chicago house, miami bass, singeli, baltimore club, g-house",34,42821,0,,0,"footwork, chicago house, miami bass, singeli, baltimore club, g-house",2015-06-29,2015.0,6.0,2010.0,False,False,False,False,4.423733333333334,Medium,,2010s,6,10.0
6GPJojOr97sL9K0WxWMNvI,I'm Too Hi (feat. Earl),DJ Rashad,Double Cup,2014-07-01,0,179976,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"footwork, chicago house, miami bass, singeli, baltimore club, g-house",34,42821,0,,0,"footwork, chicago house, miami bass, singeli, baltimore club, g-house",2014-07-01,2014.0,7.0,2010.0,False,False,False,False,2.9996,Medium,,2010s,6,11.0
4V7vv7lvro6yMyJZm9Z96F,WFM,Heavee,WFM,2018-09-07,19,183480,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"footwork, chicago house, baltimore club",18,3027,19,,185,"footwork, chicago house, baltimore club",2018-09-07,2018.0,9.0,2010.0,True,False,False,False,3.058,Small,Unknown,2010s,3,7.0
6bFGodepI4y7w4AJBcCB1E,When I Hear Music,Debbie Deb,She’s Back,1995-11-21,61,425560,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"freestyle, funk melody, miami bass",48,101568,61,,185,"freestyle, funk melody, miami bass",1995-11-21,1995.0,11.0,1990.0,False,False,False,True,7.092666666666666,Large,High,Vintage,3,30.0
6nW3LEgsZNf9fbFl7D1qBa,Menace II Society,Mall Grab,Menace II Society,2016-07-08,0,399002,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,lo-fi house,57,264418,0,,0,lo-fi house,2016-07-08,2016.0,7.0,2010.0,False,False,False,True,6.650033333333333,Large,,2010s,1,9.0
3UsflFxjhrLOLY5ErGq6rZ,Angel Eyes,Lime,Lime 3,1983-01-01,37,468866,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"hi-nrg, italo disco, disco, italo dance, chicago house",49,44721,37,,185,"hi-nrg, italo disco, disco, italo dance, chicago house",1983-01-01,1983.0,1.0,1980.0,False,False,False,True,7.814433333333334,Medium,Low,Vintage,5,42.0
1lB2kyB5h9ceZ388GBfC9L,Jam On It,Newcleus,Jam On Revenge,1984,55,383600,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"miami bass, old school hip hop, hip house, freestyle",40,76842,55,,185,"miami bass, old school hip hop, hip house, freestyle",,,,,False,False,False,True,6.3933333333333335,Medium,Medium,Unknown,4,
51k2LB1iizPL9grpAkQrco,Take Me In Your Arms,Lil Suzy,Lil' Suzy - The Greatest Hits,2009-05-15,57,232933,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"freestyle, funk melody, miami bass, latin hip hop, chicago house",47,85111,57,,185,"freestyle, funk melody, miami bass, latin hip hop, chicago house",2009-05-15,2009.0,5.0,2000.0,False,False,False,False,3.882216666666667,Medium,Medium,2000s,5,16.0
70bVL8A7laNCj48wn8Q4BL,Spacer Woman - Original Version,Charlie,Spacer,2007,44,442626,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"italo disco, italo dance, hi-nrg, electroclash",29,8315,44,,181,"italo disco, italo dance, hi-nrg, electroclash",,,,,False,False,False,True,7.3771,Small,Medium,Unknown,4,
2mI20kUdIyOaAhtgeonE4g,Bounce N Break Yo Back,DJ Spinn,Juke City Volume 1,2007-12-07,36,158213,True,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"footwork, chicago house, baltimore club, miami bass",31,10517,36,,185,"footwork, chicago house, baltimore club, miami bass",2007-12-07,2007.0,12.0,2000.0,False,False,False,False,2.6368833333333335,Medium,Low,2000s,4,18.0
5gqKLO4Y6mp2cLqmuYX6Gx,Get Down Lil' Momma,Traxman,Juke City Volume 1,2007-12-07,34,241693,True,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"footwork, chicago house, miami bass, singeli, baltimore club",26,10807,34,,185,"footwork, chicago house, miami bass, singeli, baltimore club",2007-12-07,2007.0,12.0,2000.0,True,False,False,False,4.028216666666666,Medium,Low,2000s,5,18.0
6Lg1GvSIe1Tr1EHsM76aEj,Meet Her At The Loveparade - Radio Edit,Da Hool,Meet Her at the Loveparade,2001-08-20,3,213440,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,,54,42046,3,,0,,2001-08-20,2001.0,8.0,2000.0,False,False,False,False,3.5573333333333332,Medium,Unknown,2000s,0,24.0
2hllrCtTk03JaMGWZkCU2x,IM FROM CHICAGO,DJPJMADEDISTRACK,IM FROM CHICAGO,2021-07-31,28,249325,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"footwork, chicago house, baltimore club, chicago drill",25,932,28,,185,"footwork, chicago house, baltimore club, chicago drill",2021-07-31,2021.0,7.0,2020.0,True,False,False,False,4.1554166666666665,Emerging,Low,Current,4,4.0
3a7g0gSKdcYqJIH4EldHXh,"My Forbidden Lover (original Power 12"" Mix)",Tapps,"My Forbidden Lover (original Power 12"" Mix) - Single",2011-07-11,51,453352,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"hi-nrg, italo disco, disco, freestyle, italo dance, chicago house",44,12787,51,,185,"hi-nrg, italo disco, disco, freestyle, italo dance, chicago house",2011-07-11,2011.0,7.0,2010.0,False,False,False,True,7.555866666666667,Medium,Medium,2010s,6,14.0
3OmOMVe0dg9EufUASZACal,Living On Video,Trans-X,Trans-X: Original 1983 Recordings,1983,50,356440,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"hi-nrg, italo disco, italo dance, disco",49,36103,50,,3,"hi-nrg, italo disco, italo dance, disco",,,,,False,False,False,False,5.940666666666667,Medium,Medium,Unknown,4,
162l7pWGZN9QmEExELoRfy,Krazy 8 (Richard F.),DJ Louis Love,Work It part.2,1998-04-20,14,263760,False,Old School Chicago House Music,6jUmmuExsQgw4UH7iXQVZp,Chicago,"hard house, chicago house",9,234,14,,185,"hard house, chicago house",1998-04-20,1998.0,4.0,1990.0,True,False,False,False,4.396,Emerging,Unknown,Vintage,2,27.0
6FWA2CTpr0wtgjK6r2qDgc,Kill Shit (feat. Lil Bibby) [Bonus Track],G Herbo,Welcome to Fazoland,2016-11-04,0,179444,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2016-11-04,2016.0,11.0,2010.0,False,False,False,False,2.9907333333333335,Superstar,,2010s,2,9.0
5kXMZAYFOtPG4KjIJH0UjA,Savages,Young Pappy,2 Cups: Part 2,2017-12-08,47,217823,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",47,352860,47,,185,"chicago drill, drill",2017-12-08,2017.0,12.0,2010.0,False,False,False,False,3.6303833333333335,Large,Medium,2010s,2,8.0
4IowQDUOzUvNtp72HMDcKO,Love Sosa,Chief Keef,Finally Rich (Deluxe),2012-01-01,4,246213,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",77,5674506,4,,0,"chicago drill, drill",2012-01-01,2012.0,1.0,2010.0,False,False,False,False,4.10355,Superstar,Unknown,2010s,2,13.0
6TfXN00o4Cqd30gQUGUH2L,Gang (feat. Lil Bibby),G Herbo,Ballin Like I'm Kobe,2016-09-02,0,257053,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2016-09-02,2016.0,9.0,2010.0,False,False,False,False,4.284216666666667,Superstar,,2010s,2,9.0
6noz8BqYjZFipOG2z3ViFd,The Real Chi-Raq,Young Pappy,The Music Scene,2017-10-15,0,194639,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",47,352860,0,,0,"chicago drill, drill",2017-10-15,2017.0,10.0,2010.0,False,False,False,False,3.2439833333333334,Large,,2010s,2,8.0
5uwYpBUaBREO4oK2oCVLUN,Two Cups,Young Pappy,2 Cups: Part 1,2017-12-08,50,172187,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",47,352860,50,,185,"chicago drill, drill",2017-12-08,2017.0,12.0,2010.0,False,False,False,False,2.8697833333333334,Large,Medium,2010s,2,8.0
4YEoDtvp1OS4fpkDq8gJXq,Don't Worry (feat. Lil Bibby),G Herbo,Ballin Like I'm Kobe,2016-09-02,0,220093,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2016-09-02,2016.0,9.0,2010.0,False,False,False,False,3.6682166666666665,Superstar,,2010s,2,9.0
5i0eJv1DzuyhaYnro4wTKg,Crazy Story (feat. King Von),Only The Family,"Lil Durk Presents: Only the Family Involved, Vol. 2",2018-12-21,70,146751,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,chicago drill,63,740517,70,,185,chicago drill,2018-12-21,2018.0,12.0,2010.0,False,False,False,False,2.44585,Large,High,2010s,1,7.0
7fEoXCZTZFosUFvFQg1BmW,Took Her To The O,King Von,Levon James,2020-03-06,84,196179,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",80,7244068,84,,185,"chicago drill, drill",2020-03-06,2020.0,3.0,2020.0,False,False,False,False,3.26965,Superstar,Viral,Current,2,5.0
23TwR29GSeJBfXnXhmDlwR,"Crazy Story, Pt. 3",King Von,"Grandson, Vol. 1",2019-09-20,82,191399,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",80,7244068,82,,185,"chicago drill, drill",2019-09-20,2019.0,9.0,2010.0,False,False,False,False,3.189983333333333,Superstar,Viral,2010s,2,6.0
01gj9t5gqjQrAiqixfUXdS,Killa,Young Pappy,2 Cups: Part 2,2017-12-08,55,203011,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",47,352860,55,,185,"chicago drill, drill",2017-12-08,2017.0,12.0,2010.0,False,False,False,False,3.3835166666666665,Large,Medium,2010s,2,8.0
3UnYMo1aeD0o8VtHy3R8cs,Neva Cared,Polo G,Neva Cared,2018-03-11,70,186000,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,,80,12738540,70,,185,,2018-03-11,2018.0,3.0,2010.0,False,False,False,False,3.1,Superstar,High,2010s,0,7.0
1x4UTuG7Jx2ZzWdBJbhMnW,The Come Up,Polo G,The Come Up,2018-05-03,0,153756,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,,80,12738540,0,,0,,2018-05-03,2018.0,5.0,2010.0,False,False,False,False,2.5626,Superstar,,2010s,0,7.0
6V1Jx3o0S2MtBI9yIDXsJS,Trials & Tribulations,Polo G,THE GOAT,2020-05-15,54,176542,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,,80,12738540,54,,185,,2020-05-15,2020.0,5.0,2020.0,False,False,False,False,2.9423666666666666,Superstar,Medium,Current,0,5.0
5umkR0qPDjg1zZRssgcGSU,That's How I Grew Up (feat. 21 Savage),G Herbo,Swervo,2018-07-27,0,220960,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2018-07-27,2018.0,7.0,2010.0,False,False,False,False,3.6826666666666665,Superstar,,2010s,2,7.0
2QNPREwRFBylkvcRgcf2eV,Some Nights,G Herbo,Swervo,2018-07-27,0,198553,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2018-07-27,2018.0,7.0,2010.0,False,False,False,False,3.3092166666666665,Superstar,,2010s,2,7.0
5je6aSLjBxCgN27uXfiGPg,FoReal,G Herbo,Swervo,2018-07-27,0,158213,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2018-07-27,2018.0,7.0,2010.0,False,False,False,False,2.6368833333333335,Superstar,,2010s,2,7.0
2ZZsvbuTbdD3mMEIxlEbKT,Who Run It (Remix),Southside,Swervo,2018-07-27,0,168808,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,chicago drill,58,162631,0,,0,chicago drill,2018-07-27,2018.0,7.0,2010.0,False,False,False,False,2.813466666666667,Large,,2010s,1,7.0
595vflBj4bSo5gjAYW17ob,Swervo,G Herbo,Swervo,2018-07-27,0,192053,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2018-07-27,2018.0,7.0,2010.0,False,False,False,False,3.2008833333333335,Superstar,,2010s,2,7.0
6q6fhyig0xg03WprCACrHS,Another Day (feat. King Louie),G Herbo,Welcome to Fazoland,2016-11-04,0,263198,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2016-11-04,2016.0,11.0,2010.0,False,False,False,False,4.386633333333333,Superstar,,2010s,2,9.0
4FggbsEY85JJ588q06Mo4g,Fight or Flight,G Herbo,Welcome to Fazoland,2016-11-04,0,178967,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2016-11-04,2016.0,11.0,2010.0,False,False,False,False,2.9827833333333333,Superstar,,2010s,2,9.0
3SuzCeGoNOWmbWOoDMou0B,Hate Bein' Sober,Chief Keef,Finally Rich (Deluxe),2012-01-01,2,280173,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",77,5674506,2,,0,"chicago drill, drill",2012-01-01,2012.0,1.0,2010.0,False,False,False,False,4.66955,Superstar,Unknown,2010s,2,13.0
2h4cmbyb6S7e8igDZIITJU,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,Just Cause Y'all Waited 2,2020-05-08,1,169531,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",83,9065816,1,,0,"chicago drill, drill",2020-05-08,2020.0,5.0,2020.0,False,False,False,False,2.8255166666666667,Superstar,Unknown,Current,2,5.0
0z745VvMjQZnLjnZon4OHu,Watch Yo Homie,Lil Durk,Just Cause Y'all Waited 2 (Deluxe),2020-06-26,0,151022,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",83,9065816,0,,0,"chicago drill, drill",2020-06-26,2020.0,6.0,2020.0,False,False,False,False,2.5170333333333335,Superstar,,Current,2,5.0
7hpyc0am4vTYj06dxzN52t,Weirdo Hoes,Lil Durk,Love Songs 4 The Streets 2,2019-08-02,0,197697,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",83,9065816,0,,0,"chicago drill, drill",2019-08-02,2019.0,8.0,2010.0,False,False,False,False,3.29495,Superstar,,2010s,2,6.0
192RjH0gN6en7nE6ElN96T,Wishing For A Hero (feat. BJ The Chicago Kid),Polo G,THE GOAT,2020-05-15,58,184444,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,,80,12738540,58,,185,,2020-05-15,2020.0,5.0,2020.0,False,False,False,False,3.0740666666666665,Superstar,Medium,Current,0,5.0
2QqJTIlGKRLJC3onkavYEz,Flex (feat. Juice WRLD),Polo G,THE GOAT,2020-05-15,73,163902,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,,80,12738540,73,,185,,2020-05-15,2020.0,5.0,2020.0,False,False,False,False,2.7317,Superstar,High,Current,0,5.0
3JKgcAa7r07ocVWcV8bS0H,21,Polo G,THE GOAT,2020-05-15,74,163797,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,,80,12738540,74,,185,,2020-05-15,2020.0,5.0,2020.0,False,False,False,False,2.72995,Superstar,High,Current,0,5.0
2iW6Hb6kfrz2K7EhPibFiq,33,Polo G,THE GOAT,2020-05-15,61,170057,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,,80,12738540,61,,185,,2020-05-15,2020.0,5.0,2020.0,False,False,False,False,2.8342833333333335,Superstar,High,Current,0,5.0
0zfmvAyVUeNYXyrLzeDmnO,Mind of a Real (feat. Lil Durk) - Remix,T9ine,Mind of a Real (feat. Lil Durk) - Remix,2020-04-09,43,214468,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,,47,247837,43,,185,,2020-04-09,2020.0,4.0,2020.0,False,False,False,False,3.5744666666666665,Large,Medium,Current,0,5.0
5aSTOtjXKNN45eXbHUYsCM,Earned It,Chief Keef,Earned It,2015-03-25,56,315911,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",77,5674506,56,,185,"chicago drill, drill",2015-03-25,2015.0,3.0,2010.0,False,False,False,False,5.265183333333334,Superstar,Medium,2010s,2,10.0
6pgXtdQGyZODLuXK7ZrTCk,Internet Sensation,Lil Durk,Just Cause Y'all Waited 2,2020-05-08,0,125726,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",83,9065816,0,,0,"chicago drill, drill",2020-05-08,2020.0,5.0,2020.0,False,False,False,False,2.0954333333333333,Superstar,,Current,2,5.0
0s8QrhtXW1Av2tuLLerDjN,Onna Come Up,Lil Eazzyy,Onna Come Up,2020-06-05,0,128078,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,chicago drill,54,239113,0,,0,chicago drill,2020-06-05,2020.0,6.0,2020.0,False,False,False,False,2.1346333333333334,Large,,Current,1,5.0
3TOkOFz2FVdLIirUtowCKt,Chicago Legends,FBG Duck,Chicago Legends,2019-12-15,0,187027,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",45,332508,0,,0,"chicago drill, drill",2019-12-15,2019.0,12.0,2010.0,False,False,False,False,3.1171166666666665,Large,,2010s,2,6.0
5l4KClIlzqyoBZmym6fImG,Sessions,G Herbo,Sessions,2019-12-27,0,188053,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",73,2368836,0,,0,"chicago drill, drill",2019-12-27,2019.0,12.0,2010.0,False,False,False,False,3.1342166666666667,Superstar,,2010s,2,6.0
15FWTCkgXzOyatKM9n7DvX,Groovy Walk,El Hitta,Owe Nobody Nothin,2018-12-16,20,201470,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,chicago drill,22,12129,20,,184,chicago drill,2018-12-16,2018.0,12.0,2010.0,True,False,False,False,3.3578333333333332,Medium,Unknown,2010s,1,7.0
6J1SjVyNDzkZ3sF85Ndd3B,Faneto,Chief Keef,Back From The Dead 2,2015-06-16,1,206654,True,CHICAGO RAP,0B5kQn3EBlS1RTVbRvGfqX,Chicago,"chicago drill, drill",77,5674506,1,,0,"chicago drill, drill",2015-06-16,2015.0,6.0,2010.0,False,False,False,False,3.4442333333333335,Superstar,Unknown,2010s,2,10.0
